ORGANIZATION_ID,FIRST_PAYMENT_DATE,LAST_PAYMENT_DATE,LEGAL_ENTITY_COUNTRY_CODE,COUNT_TOTAL_CONTRACTS_ACTIVE,CREATED_DATE
-5158076240033029849,2022-03-30,2024-02-01,1785886735892434650,7,2022-03-29T13:17:35.785Z
-771394664346032120,2023-09-11,2024-02-05,1785886735892434650,1,2023-08-31T08:04:55.285Z
4794710992417267835,2022-12-23,2024-02-04,-6934767355204630553,4,2022-12-21T13:21:41.136Z
300218028577621140,2023-03-30,2023-05-01,1785886735892434650,1,2023-03-28T18:56:33.451Z
-3346604815168252347,2024-01-04,2024-02-07,1785886735892434650,1,2023-10-10T23:36:04.568Z
-4588967067018376153,2022-04-04,2024-02-12,-6934767355204630553,70,2022-03-31T14:53:38.62Z
-6323463501587032735,2023-02-08,2023-02-08,-3838867955087354797,1,2023-02-08T18:15:14.146Z
-945831000532565155,2022-11-25,2024-02-15,-1920435729544731100,6,2022-11-10T13:40:15.948Z
-2624014426736715334,,,1785886735892434650,6,2023-12-07T16:43:47.7Z
3186788234120733676,,,-6255655451702426059,1,2022-06-03T16:56:24.753Z
-2408568521058583236,,,1785886735892434650,1,2023-12-15T15:25:01.427Z
4952755557830203845,,,-3838867955087354797,2,2024-01-04T10:35:05.062Z
-6558249372995299432,,,-4736769731255185114,8,2021-05-03T22:08:46.003Z
6551419085832087905,,,2569032234166867329,2,2023-11-23T14:36:42.215Z
-696693379421601180,,,1785886735892434650,1,2024-02-27T05:48:28.114Z
771475466444891726,,,-3838867955087354797,1,2022-08-12T14:33:01.729Z
2913962741507202696,,,-2833304828472289837,28,2024-02-06T08:05:51.921Z
736117029861757112,,,1522934383609501694,2,2023-11-27T09:43:32.586Z
1405022093090889910,,,-6240041299828826419,1,2024-01-12T10:55:45.918Z
589098237621169665,2023-12-09,2024-02-26,4662680920794162902,1,2023-11-30T08:57:40.841Z
-5607742177637897310,,,-1920435729544731100,11,2022-06-14T08:11:06.228Z
7729702083386125542,2023-09-28,2024-02-29,-1920435729544731100,1,2023-09-12T09:21:29.032Z
1910634783734609171,2023-09-17,2024-02-26,1785886735892434650,1,2023-09-11T16:26:20.803Z
-45756490714110321,2022-10-02,2022-12-15,-7818713552222454015,1,2022-09-28T05:01:15.1Z
-3730370626027295588,2024-01-11,2024-02-26,-4736769731255185114,1,2024-01-05T17:12:47.099Z
-1041414652889766598,2023-05-31,2024-02-29,1785886735892434650,2,2021-05-03T22:08:46.003Z
4450419791017071059,2022-04-25,2024-02-24,1785886735892434650,1,2021-05-03T22:08:46.003Z
6951459963557765055,2023-05-18,2024-02-20,1785886735892434650,2,2023-04-13T18:41:37.349Z
7397815638724087971,2023-10-27,2024-02-26,1785886735892434650,1,2021-05-03T22:08:46.003Z
2262368202476683518,2022-03-15,2024-02-26,3831768902884185520,4,2022-02-15T12:40:10.333Z
-2386987052949054071,2023-02-10,2024-03-01,1785886735892434650,2,2021-05-03T22:08:46.003Z
-2990073510430029711,2023-06-08,2023-10-04,5290661817526476209,2,2022-03-31T10:11:25.154Z
6022880700779887554,2022-01-29,2022-05-09,1785886735892434650,2,2021-12-27T22:17:54.723Z
-4362135164880344536,2022-09-19,2024-02-26,-3198132098019524354,1,2021-05-03T22:08:46.003Z
-2942526817793853800,2022-04-29,2024-02-27,-6934767355204630553,2,2022-02-23T10:42:08.213Z
-2374455379324779467,2022-12-20,2022-12-20,1785886735892434650,1,2022-11-24T21:50:46.678Z
4263048480729578605,2022-06-10,2022-12-08,1785886735892434650,2,2022-06-02T11:14:40.184Z
-734242984225480698,2022-07-07,2024-01-01,1785886735892434650,6,2022-05-20T15:29:17.242Z
-5616157856495332532,,,2569032234166867329,1,2022-04-22T08:11:29.479Z
-396055987753263459,2023-12-12,2024-01-31,-3838867955087354797,4,2023-08-17T16:42:19.809Z
2963740704459175240,2024-01-16,2024-02-28,-3838867955087354797,1,2021-05-03T22:08:46.003Z
-3720619963119370129,2019-06-05,2022-12-29,1785886735892434650,7,2019-05-15T17:12:35.799912Z
-6703717229005006262,2023-01-26,2024-02-26,3831768902884185520,1,2022-11-02T15:29:41.426Z
9092597809016871546,2022-11-04,2024-02-14,1785886735892434650,1,2022-10-11T17:29:18.316Z
6189491648299407950,2021-04-28,2024-02-21,1785886735892434650,8,2021-04-09T18:43:37.212Z
-140534755887357278,2022-09-18,2024-02-29,1785886735892434650,2,2022-09-13T15:36:21.925Z
4543698488577930823,2022-10-21,2023-12-22,3874808307042503959,4,2022-09-29T06:30:10.714Z
6099044218071955234,2022-05-03,2024-03-01,1785886735892434650,4,2020-10-07T15:58:48.533Z
-3120408988140433539,,,8247619789285346046,1,2024-02-26T06:53:20.4Z
1099288857740723360,,,-3838867955087354797,1,2023-11-23T01:45:38.036Z
-798356606212076597,,,-3838867955087354797,3,2023-04-28T15:53:02.949Z
2293927716026742575,,,1785886735892434650,1,2023-02-23T16:02:54.442Z
-4316212883072940383,2023-05-31,2024-02-29,-3838867955087354797,1,2023-05-17T10:21:05.027Z
1206875848316273948,2022-08-31,2024-03-01,-6934767355204630553,1,2022-08-29T10:41:27.428Z
4885726920762834702,2023-11-27,2024-02-29,-3838867955087354797,3,2023-11-24T15:18:03.652Z
1673103516298992202,2023-10-21,2023-10-21,8247619789285346046,2,2023-09-09T15:25:56.565Z
5076043820572397020,2023-07-12,2024-02-19,1785886735892434650,1,2023-07-11T20:45:43.81Z
-6328535166662662284,2023-07-28,2024-02-29,1785886735892434650,3,2023-07-13T15:49:55.415Z
6359590894779185087,2021-11-30,2024-01-31,-2265727047479868639,1,2021-11-29T09:42:47.562Z
-2937375346912907184,2022-04-24,2022-06-22,-7818713552222454015,1,2022-02-21T08:56:07.953Z
5704399293113328475,,,1785886735892434650,1,2022-09-08T03:10:20.251Z
-2473825577075480295,2024-02-09,2024-02-28,2621942211918874940,1,2024-02-07T17:51:44.343Z
3979173771664321894,2022-09-23,2024-02-22,-7818713552222454015,1,2022-04-12T22:43:01.309Z
334332350339079083,2023-02-27,2024-02-26,-7818713552222454015,1,2023-02-23T22:51:19.422Z
-3723005330017996998,,,7005892784696658186,6,2023-08-22T16:25:04.881Z
-8308113639374727987,2022-09-23,2022-09-23,-712515454498722369,1,2022-08-19T10:17:56.734Z
7954487966805759209,2023-08-19,2024-02-21,1785886735892434650,1,2022-11-01T23:30:10.58Z
312868399484110223,2022-08-05,2024-02-26,4775283782031482686,1,2022-07-29T13:04:25.621Z
5558833923169988959,2023-11-28,2024-02-29,1785886735892434650,1,2023-11-02T22:18:57.565Z
-6654337305712093842,2023-03-31,2023-09-13,5908655952517629978,1,2023-03-24T09:41:10.008Z
-6407588039534256409,2023-04-04,2023-04-04,-4965702246054775539,1,2023-03-21T11:54:12.737Z
-8005731400171775603,2023-12-22,2024-02-01,1785886735892434650,1,2023-12-20T12:30:03.158Z
2909345109344701478,2022-09-12,2023-04-28,1785886735892434650,1,2022-09-02T22:31:48.756Z
7393186515538894255,2023-01-06,2023-11-26,1785886735892434650,1,2022-09-13T16:38:24.971Z
6611673935236790378,2022-05-03,2024-02-10,1785886735892434650,1,2022-05-03T17:58:35.055Z
-354997009278062081,2021-12-30,2022-11-01,7454889766114944048,1,2021-11-11T15:25:21.106Z
-5671224882528722162,2023-11-22,2024-03-01,1785886735892434650,8,2023-09-26T00:31:35.565Z
-1989654314604558769,,,-3444735119858689510,2,2023-08-13T12:11:12.035Z
779340671062988756,,,-2004389375129610995,12,2023-02-01T20:23:14.995Z
-1970385892149075418,,,-6823913350072069863,1,2024-01-09T09:48:11.614Z
8055101457130895734,,,1785886735892434650,1,2024-02-12T14:59:29.207Z
-1037809964752520457,,,-6240041299828826419,1,2023-07-17T15:01:42.507Z
-4093242611781385423,,,-3866444038260588287,1,2024-01-15T09:29:21.697Z
-6241605696588302267,,,-1920435729544731100,1,2022-09-29T23:23:26.032Z
1818277416485699759,,,-3838867955087354797,1,2022-07-25T19:13:36.688Z
-5001211860626429140,,,-4965702246054775539,3,2023-10-04T17:53:34.292Z
4770798819946331469,,,-4944773567416593054,3,2023-12-30T13:37:33.097Z
-4136211912237708675,,,3501010332672601263,1,2023-12-07T19:17:47.554Z
386053747007325962,,,8247619789285346046,1,2023-12-14T13:25:28.893Z
-3161359618820244815,,,-4944773567416593054,4,2023-02-23T08:06:00.941Z
2206518669365248387,,,1785886735892434650,1,2023-10-10T17:44:03.802Z
2376995523429576704,,,-1106307474732314477,1,2023-06-09T03:51:56.251Z
-8404657649197057181,,,-3838867955087354797,1,2024-01-26T10:34:24.249Z
4184949815769027491,,,-9216713850316786644,1,2023-12-20T15:35:31.599Z
-4158898513947687490,2022-04-28,2023-04-03,1785886735892434650,2,2022-04-04T19:14:21.83Z
-5503197105837472699,2021-03-19,2021-06-28,1785886735892434650,3,2021-02-26T22:13:56.687Z
-2445213566028577006,2024-02-28,2024-02-28,1785886735892434650,1,2024-02-06T08:30:26.739Z
-1463865263591589689,2022-06-27,2024-01-28,4775283782031482686,1,2022-06-01T12:30:48.809Z
2419054063530253100,,,1785886735892434650,1,2023-12-28T20:44:25.317Z
5928804729583879171,,,-3838867955087354797,1,2023-02-09T00:08:36.952Z
-3963252149533468773,,,-4408270841803397566,3,2023-10-01T11:40:38.51Z
2193642827893242020,,,-4965702246054775539,4,2023-07-29T07:57:19.246Z
5600906005904497810,,,7360698488401934039,3,2023-11-22T12:34:01.866Z
85751769896924482,,,-7818713552222454015,5,2023-08-23T03:28:42.078Z
9148280648619904780,,,-8801129865032507869,2,2024-02-11T23:24:02.327Z
6155235314369621336,,,7360698488401934039,1,2023-01-30T18:45:22.139Z
4756363490074137070,,,-7818713552222454015,1,2023-08-15T04:17:05.179Z
-566608976529851294,,,1522934383609501694,1,2022-06-03T11:29:53.227Z
6719714297944378413,,,1785886735892434650,1,2023-08-10T16:17:49.859Z
-2997283674757011111,2021-05-06,2024-02-29,7360698488401934039,16,2021-04-26T19:39:27.84Z
190282511373737497,2021-12-17,2024-02-26,1785886735892434650,3,2021-12-10T00:19:34.914Z
1900541478217265810,2023-05-09,2023-05-09,7360698488401934039,1,2023-01-11T18:51:17.718Z
-1234135091492808779,2023-01-31,2024-02-09,1785886735892434650,27,2023-01-10T14:37:51.194Z
4829720408235454748,2022-03-31,2024-02-29,1785886735892434650,32,2022-02-15T14:36:35.988Z
527750785509496988,2024-01-03,2024-03-01,1522934383609501694,1,2021-05-03T22:08:46.003Z
-205058155892323108,2022-12-16,2024-01-26,5908655952517629978,2,2022-12-07T08:29:55.362Z
-8833528546006725010,2023-12-07,2024-02-26,1785886735892434650,1,2023-08-30T20:17:33.793Z
484271027759366802,2022-11-09,2024-02-04,3831768902884185520,15,2022-08-01T18:28:42.345Z
3731539011433163326,2021-12-30,2021-12-31,-3654700706719393344,1,2021-12-30T17:46:37.689Z
3471325400084130646,2023-08-25,2024-02-26,-4714508189404844389,1,2023-08-22T09:43:02.384Z
-6143803590491334916,2022-06-27,2024-02-27,-3838867955087354797,3,2022-05-26T13:17:04.525Z
4690576130913386507,2024-02-01,2024-02-01,-3838867955087354797,1,2023-10-10T07:53:35.769Z
-4415123598420477808,2023-05-31,2024-03-01,1785886735892434650,1,2023-03-30T01:37:45.072Z
5255321841384506841,2022-10-24,2024-02-26,1785886735892434650,2,2022-10-21T15:22:19.64Z
-582252340384314513,2023-03-30,2024-02-26,4775283782031482686,2,2023-03-29T18:23:05.579Z
2155405645616883184,2023-10-12,2024-02-27,2912891528711707500,1,2023-09-29T12:15:33.236Z
-3753393242739091923,2024-02-15,2024-02-15,-6823913350072069863,1,2024-01-09T08:21:12.831Z
-839549987802507796,2021-06-04,2024-02-16,1785886735892434650,36,2020-07-06T09:53:26.542Z
-2821099563276965098,2023-02-24,2023-06-20,1785886735892434650,4,2023-02-24T02:08:11.954Z
2071056012694207646,2023-11-09,2024-02-27,5457805459076014936,2,2023-06-29T13:47:56.016Z
2845347876592512583,2023-07-26,2024-02-21,-1920435729544731100,2,2023-07-25T10:37:21.669Z
-6264963127658489137,2024-01-08,2024-02-26,1785886735892434650,1,2024-01-07T16:32:34.436Z
7984987074921542617,2022-09-01,2022-09-01,1785886735892434650,1,2022-06-20T13:05:44.978Z
644587303461503082,2021-10-29,2024-03-01,1785886735892434650,5,2021-10-13T18:40:01.886Z
6699939513115965311,2022-07-01,2022-11-12,1785886735892434650,1,2022-01-17T03:23:27.35Z
-2173429644093234043,2023-10-30,2024-02-26,1785886735892434650,2,2023-10-03T08:38:59.612Z
-4622740697474545549,2023-08-29,2024-02-26,-3838867955087354797,1,2023-08-03T14:29:44.331Z
-739011158939260990,2023-02-07,2024-02-20,1785886735892434650,7,2023-01-29T02:28:41.016Z
-3408640694322740128,2024-02-26,2024-02-26,-6934767355204630553,1,2023-10-12T18:25:09.464Z
2354952746996867116,2022-11-01,2024-02-28,-6934767355204630553,1,2022-07-27T14:33:12.944Z
-4438283126623626290,2023-12-22,2024-03-01,1785886735892434650,1,2021-05-03T22:08:46.003Z
7983257196840464533,2023-05-31,2024-02-05,1785886735892434650,6,2023-04-28T05:52:44.418Z
-1251116255107491338,2023-05-17,2024-02-26,-3838867955087354797,2,2023-04-14T06:38:57.797Z
-7420609936219484787,2023-10-27,2024-01-31,1785886735892434650,2,2023-10-04T11:09:50.015Z
2436332203387759761,2022-09-01,2022-10-07,1785886735892434650,2,2022-07-14T22:02:27.568Z
-1501939626675218678,2022-07-27,2024-02-26,-1593885518572282485,7,2022-06-22T07:59:05.994Z
-8095146760307720888,2021-08-12,2024-02-28,1785886735892434650,1,2021-07-16T20:01:25.593Z
-4014163068927894574,2023-03-31,2023-03-31,4662680920794162902,1,2023-02-16T16:21:42.903Z
-6924402704680270395,2023-12-06,2024-02-09,1785886735892434650,7,2023-11-09T22:27:33.373Z
-6152734149041366424,2022-10-31,2024-02-26,1785886735892434650,2,2022-10-18T03:04:20.938Z
4437761999897799833,2023-01-23,2024-02-25,1785886735892434650,1,2023-01-09T21:22:47.472Z
-4818103001066304215,2022-08-31,2024-02-29,1785886735892434650,1,2022-06-09T19:41:57.437Z
-7283598232182330270,2023-01-30,2024-02-04,-7818713552222454015,1,2022-10-06T06:47:38.085Z
8469122700297671368,2024-02-14,2024-02-14,1785886735892434650,1,2023-10-27T18:24:31.642Z
1319425367088636414,2021-08-24,2024-01-16,1785886735892434650,29,2020-04-30T03:36:11.234Z
7351135984491594967,2022-02-22,2024-01-31,1785886735892434650,1,2022-02-18T19:08:50.147Z
-4755921901807137690,2022-04-29,2024-02-27,1785886735892434650,1,2022-04-26T19:19:43.278Z
4190487766909163437,2022-12-15,2024-03-01,1785886735892434650,1,2022-11-23T14:31:48.11Z
1166963484348439547,2023-10-03,2024-02-15,1785886735892434650,2,2023-09-27T14:39:40.721Z
8571754730492049979,2023-03-16,2024-02-27,-3838867955087354797,1,2021-05-03T22:08:46.003Z
7403423251013519512,2021-10-30,2023-10-31,1785886735892434650,1,2021-10-21T21:50:24.118Z
8279011883427556261,2024-02-05,2024-02-19,1785886735892434650,1,2024-01-29T20:07:27.903Z
-4182928697456769903,2023-11-14,2024-02-16,1785886735892434650,1,2023-10-20T13:22:35.773Z
-3978073275485171472,2023-05-03,2023-12-04,1785886735892434650,6,2023-05-02T17:19:39.787Z
4920908646115917783,2023-04-11,2023-08-29,1785886735892434650,2,2023-03-08T14:09:32.802Z
-9178234084972952133,2023-04-18,2024-02-19,1785886735892434650,2,2021-05-03T22:08:46.003Z
-2474465749745922979,2023-03-15,2024-02-20,1785886735892434650,1,2023-03-07T03:20:08.539Z
-3324155444026037965,2021-11-05,2024-02-29,1785886735892434650,2,2021-10-28T19:38:11.556Z
6854554543494933405,2023-06-02,2024-01-30,-3654700706719393344,1,2023-01-31T15:53:55.54Z
-2075507430740854677,2023-01-20,2024-02-02,-9215732911288974810,2,2023-01-19T09:53:42.894Z
8742614448075559184,2022-04-25,2023-11-29,1785886735892434650,2,2022-04-11T16:39:05.109Z
7494798259368812978,2023-05-05,2023-05-19,1785886735892434650,24,2023-04-18T00:09:13.098Z
-1982514835734114101,2024-02-13,2024-03-01,3831768902884185520,1,2021-05-03T22:08:46.003Z
6427239296237533176,2023-03-26,2023-07-15,7360698488401934039,1,2023-03-19T16:38:33.209Z
3753843943841003333,2022-02-21,2022-08-18,-5129530231926571104,1,2022-01-25T00:49:02.005Z
-3917125631407631317,2023-07-28,2023-07-28,-4714508189404844389,2,2023-06-12T11:41:42.162Z
-5843983188729902192,2022-09-28,2023-09-18,3070971217699039741,3,2022-09-11T17:24:34.225Z
-186244390511793004,2023-07-20,2024-02-27,-3838867955087354797,1,2023-07-13T21:13:39.038Z
-195376642880661964,2023-04-24,2024-02-01,7360698488401934039,15,2023-04-20T19:12:15.405Z
-571541900379983574,2023-08-28,2024-02-27,1785886735892434650,1,2023-08-24T21:27:33.352Z
-938140838521237661,2023-06-22,2024-02-23,7360698488401934039,2,2021-05-03T22:08:46.003Z
-7325450546390583995,2023-01-25,2024-02-24,1785886735892434650,1,2021-05-03T22:08:46.003Z
415650456210113925,2023-04-13,2023-12-27,-3444735119858689510,1,2023-03-22T15:53:28.004Z
-2854897860702862364,2020-10-02,2024-02-22,1785886735892434650,1,2020-09-17T02:36:08.995Z
-993931077003209261,2022-11-29,2024-02-27,-1593885518572282485,1,2022-09-21T12:28:28.355Z
391888326838208074,2023-12-21,2023-12-21,1785886735892434650,1,2023-12-12T06:33:35.204Z
-8945339768423196430,,,-3866444038260588287,2,2024-01-10T10:35:09.527Z
-8650851009980519513,2022-12-08,2024-01-29,1785886735892434650,3,2022-11-21T17:56:53.671Z
9008583893273414404,,,-3838867955087354797,2,2019-09-04T20:08:40.839Z
-5858930730010843476,,,-3241964126283822268,1,2019-03-13T02:04:34.67Z
-5832877920859644856,,,1785886735892434650,1,2024-01-30T13:32:18.447Z
5425187753202641684,,,1785886735892434650,1,2022-11-10T01:09:59.925Z
-5139058579085237895,,,5290661817526476209,1,2023-08-24T10:51:51.085Z
1154868544225021062,,,-4965702246054775539,1,2023-10-06T11:25:46.515Z
1695735587537739868,2023-02-24,2024-03-01,1785886735892434650,7,2023-02-13T16:19:16.477Z
-780708609685433046,2024-02-09,2024-02-26,-3198132098019524354,25,2023-11-01T15:51:40.134Z
8427924385238207291,2022-07-22,2024-02-28,-5256897531681242149,3,2022-07-22T08:49:45.144Z
2009735021975416978,2021-03-03,2024-02-29,4662680920794162902,16,2021-02-26T12:15:45.319Z
-572900416949448673,2021-05-31,2024-02-29,4775283782031482686,46,2021-04-09T16:20:25.45Z
-1135469017375863811,2024-01-03,2024-02-28,1785886735892434650,12,2023-11-30T15:50:49.781Z
4663772677786879094,2022-09-12,2024-02-28,1785886735892434650,56,2021-05-03T22:08:46.003Z
5090839691404305162,2021-09-13,2024-02-23,1785886735892434650,10,2021-08-30T23:13:30.494Z
-6957657434179008160,2020-12-30,2024-02-26,1785886735892434650,42,2020-12-30T15:19:37.85Z
2321552836511979506,2020-11-25,2024-02-27,1785886735892434650,23,2020-11-02T17:12:39.295Z
725258344824145995,2022-05-10,2024-02-12,1785886735892434650,7,2022-03-11T19:50:58.653Z
5266970949461690061,2019-12-27,2024-02-27,1785886735892434650,5,2019-11-11T19:55:59.224Z
-4917775028818566564,2021-04-26,2024-02-26,-712515454498722369,23,2021-02-10T13:23:51.626Z
-1831050664434394441,2024-01-29,2024-02-29,1785886735892434650,10,2024-01-11T06:06:15.415Z
2034381489725222219,2023-02-12,2024-02-28,4775283782031482686,10,2022-12-07T19:21:35.71Z
6298665761253864522,2023-03-31,2024-02-26,1785886735892434650,4,2023-03-07T18:02:43.194Z
7359139969760600801,2021-04-20,2024-03-01,1220294726305583067,16,2021-04-18T17:23:56.013Z
1869329226234680088,2023-07-03,2024-02-16,-3838867955087354797,3,2023-06-08T13:09:38.03Z
1543404739350576796,2023-10-10,2024-03-01,-6934767355204630553,1,2023-10-09T14:19:11.624Z
1981721571164411681,2022-01-27,2024-03-01,1785886735892434650,28,2022-01-21T03:13:13.506Z
3073415308939620563,2021-09-09,2024-02-27,-3654700706719393344,2,2021-08-31T22:28:08.158Z
7741718200054181472,2023-09-29,2024-03-01,1785886735892434650,48,2023-07-17T14:52:11.617Z
4154161967849142274,2023-10-27,2024-02-05,1785886735892434650,1,2021-05-03T22:08:46.003Z
6918626122830574091,2023-08-16,2024-02-27,-3838867955087354797,19,2023-04-05T13:26:05.181Z
-2770376641463149199,2023-04-27,2024-02-26,1785886735892434650,13,2021-05-03T22:08:46.003Z
-7534854410607023184,2022-04-04,2024-02-27,-7818713552222454015,24,2022-03-11T06:26:52.848Z
-2034120061283581713,2022-10-26,2024-02-28,5908655952517629978,2,2022-05-10T11:30:12.075Z
-3119381842182096456,2022-09-12,2022-10-10,1785886735892434650,1,2022-08-16T19:02:34.153Z
-105629648857488690,2022-12-28,2024-02-29,1785886735892434650,27,2022-11-30T21:12:59.536Z
-8418315255565084797,2022-04-08,2024-03-01,1785886735892434650,58,2022-04-08T00:46:51.928Z
9152134786144679572,2023-03-27,2024-02-26,1785886735892434650,11,2023-03-07T20:12:17.165Z
-3811652767258653,2021-09-27,2024-02-27,1785886735892434650,36,2021-08-30T16:32:47.18Z
-8949991679633923487,2021-02-08,2024-02-28,1785886735892434650,30,2020-11-17T18:08:37.78Z
619366253011224784,2023-07-26,2023-07-26,1785886735892434650,2,2023-04-20T18:14:54.052Z
-6954032124485973989,2023-04-03,2024-02-02,3070971217699039741,4,2023-03-10T12:03:09.4Z
-2585178002785018471,,,1785886735892434650,1,2022-09-20T22:16:50.925Z
990000296160917908,,,-5382701341253841536,1,2023-06-12T11:56:53.194Z
742261933283343530,2022-09-20,2024-02-26,-9216713850316786644,1,2021-10-26T08:00:10.755Z
-7921185239159002679,2023-12-26,2024-02-20,1785886735892434650,8,2023-11-30T15:26:48.596Z
5275376826715561724,2023-01-17,2024-02-26,-3838867955087354797,2,2022-10-25T10:16:37.347Z
5399247777048303970,2022-05-31,2024-03-01,1785886735892434650,3,2022-05-14T14:59:10.298Z
-7567056781817686726,2022-11-22,2024-02-29,1785886735892434650,12,2022-08-23T15:46:27.783Z
-744423438564598838,2023-12-15,2024-02-25,1785886735892434650,4,2023-11-23T21:22:22.995Z
4408483883559143495,2023-10-30,2024-03-01,1785886735892434650,24,2023-10-10T18:56:10.981Z
1781247210624294992,2022-11-29,2024-02-28,-3444735119858689510,12,2022-10-13T18:49:48.712Z
-3772260152009953377,2024-02-10,2024-02-26,1785886735892434650,2,2024-01-12T16:54:22.946Z
5659892352644363989,2023-07-24,2024-02-27,1785886735892434650,3,2023-07-10T18:24:10.573Z
103560434622368388,2021-08-26,2024-02-26,1785886735892434650,12,2021-06-16T04:01:35.124Z
2019717451771102738,2022-04-08,2024-02-20,5290661817526476209,13,2021-11-03T19:17:14.168Z
2760450409538754667,2021-04-09,2024-02-29,1785886735892434650,18,2021-03-24T23:02:44.327Z
5357540376121234913,2023-09-12,2024-02-27,3070971217699039741,4,2021-05-03T22:08:46.003Z
5353880441100799337,2023-05-13,2024-02-20,1785886735892434650,2,2021-05-03T22:08:46.003Z
-720070355830593808,2022-03-31,2024-02-29,1785886735892434650,3,2022-02-27T07:15:23.967Z
-3013560270574350656,2020-10-29,2024-02-26,1785886735892434650,9,2020-10-16T16:37:04.287Z
-2284155965209504309,2023-12-12,2024-02-26,1785886735892434650,2,2023-12-07T17:03:08.494Z
-8836981827779644919,2023-02-27,2024-02-26,1785886735892434650,11,2023-02-14T21:31:42.259Z
5952247393446797405,2022-12-21,2024-02-26,1785886735892434650,5,2022-12-07T14:50:32.634Z
-8964238889406648216,2023-01-24,2024-02-28,4852946629087119882,17,2022-12-05T06:39:23.138Z
-3611327146699361629,2021-10-05,2024-03-01,1785886735892434650,3,2021-09-10T13:39:01.929Z
5320956607527704057,2023-02-15,2024-03-01,8509277879414625694,20,2022-06-28T16:06:29.486Z
-3767417919813527076,2023-03-13,2024-02-26,1785886735892434650,2,2023-03-10T14:06:27.356Z
1101839820710673048,2023-01-23,2024-02-26,-3838867955087354797,25,2022-11-01T09:35:43.028Z
-543356210640808516,2023-12-21,2024-02-19,-3838867955087354797,1,2023-11-29T14:52:38.799Z
-4643040996919243539,2024-02-08,2024-02-22,1785886735892434650,7,2023-05-29T14:17:35.651Z
-7453179601870185665,2021-05-28,2024-02-21,-3654700706719393344,5,2021-04-26T14:36:31.614Z
4958746304323215432,2022-09-27,2024-02-27,4662680920794162902,12,2022-08-02T07:31:00.599Z
2217570454258999942,2022-07-05,2024-02-29,-6823913350072069863,2,2022-02-03T15:22:19.153Z
-6037385060391658518,2023-07-03,2024-02-27,-7818713552222454015,2,2023-06-16T06:51:18.549Z
-269693078557531515,2022-08-31,2024-02-02,1785886735892434650,1,2022-08-11T16:58:33.147Z
-6268329038521116828,2021-05-04,2024-02-08,1785886735892434650,15,2021-04-29T21:10:09.497Z
836242949023711573,,,7360698488401934039,3,2023-12-30T22:56:10.703Z
-5365713791231723014,,,8247619789285346046,1,2023-11-27T02:55:13.327Z
4890198333924694855,2023-10-25,2024-03-01,5908655952517629978,1,2023-10-24T13:00:10.526Z
-852206526823891736,2023-01-18,2024-03-01,-6934767355204630553,2,2022-11-22T09:45:49.304Z
-2398473992909163248,2023-07-17,2024-02-25,1785886735892434650,3,2022-10-28T05:37:36.459Z
-7866679668785457734,2022-07-28,2024-02-29,5457805459076014936,17,2021-05-03T22:08:46.003Z
5046006793509327929,2022-02-25,2022-02-25,1785886735892434650,1,2022-02-24T15:26:22.886Z
-4321425501660150580,2022-10-06,2024-02-29,1785886735892434650,14,2021-05-03T22:08:46.003Z
-6027237120798957336,2021-03-10,2024-02-24,1785886735892434650,3,2021-03-06T02:02:15.69Z
-9013389713598276027,2023-08-09,2024-02-08,1785886735892434650,3,2023-08-09T17:40:43.443Z
-4222826910098230564,2023-07-06,2024-02-26,1785886735892434650,1,2023-06-22T11:44:18.944Z
2960138879154726151,2022-07-20,2024-02-26,-3838867955087354797,12,2022-06-15T12:25:03.713Z
5636745760462638974,2022-12-05,2024-02-02,-1685079929578246776,6,2022-10-18T16:18:08.123Z
2833776432914091594,2023-11-27,2024-02-26,-6934767355204630553,4,2023-10-10T10:15:47.593Z
6234028826007261904,2021-05-11,2024-02-27,-3838867955087354797,3,2021-05-05T09:38:45.301Z
-2711826503825152735,2022-10-18,2024-02-19,1785886735892434650,7,2022-09-01T17:54:47.178Z
-121963047391400006,2022-06-20,2024-02-18,-3838867955087354797,15,2022-06-03T19:25:17.393Z
-2986484172556158621,2022-02-02,2024-02-26,1785886735892434650,4,2022-02-02T01:27:15.708Z
8802322785645733287,2022-09-26,2024-02-26,-3838867955087354797,3,2022-08-30T13:58:42.5Z
4749253942902554317,2021-08-09,2024-02-28,1785886735892434650,5,2021-07-30T15:50:27.585Z
5052014750183178897,2023-08-01,2024-02-29,7360698488401934039,9,2023-07-04T15:37:34.188Z
6111984038008239064,2022-03-26,2024-02-06,3831768902884185520,10,2022-02-15T10:37:08.975Z
7792219205977844468,2021-08-02,2024-02-28,1785886735892434650,4,2021-02-28T01:51:07.842Z
6284117286894984310,2022-09-09,2024-02-27,-712515454498722369,7,2022-07-26T06:44:49.084Z
6689538757976270647,2023-06-20,2024-03-01,2912891528711707500,4,2023-05-11T13:24:17.93Z
-8762002482961623144,2021-11-12,2024-02-28,1785886735892434650,1,2021-11-12T21:18:23.048Z
-1325977135725771907,2023-03-10,2023-10-30,-9216713850316786644,1,2023-03-09T20:01:23.714Z
-4656034934033309438,2022-10-03,2024-03-01,-9216713850316786644,1,2022-07-22T00:28:55.745Z
7768785263169057921,2023-01-29,2024-02-28,1785886735892434650,4,2023-01-16T18:36:02.75Z
